نام درس,پایه,رشته,نوع ارزیابی,شماره فصل,نام فصل,شروع صفحه فصل,پایان صفحه فصل,شماره گفتار,نام گفتار,شروع صفحه گفتار,پایان صفحه گفتار,رنگ درس,ترتیب درس,فعال؟,یادداشت
ریاضی 3,دوازدهم,تجربی,هر دو,2,مثلثات,32,48,2,معادلات مثلثاتی,42,48,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,3,حد بی‌نهایت و حد در بی‌نهایت,50,64,1,حد بی‌نهایت,50,57,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,3,حد بی‌نهایت و حد در بی‌نهایت,50,64,2,حد در بی‌نهایت,58,64,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,4,مشتق,66,100,1,آشنایی با مفهوم مشتق,66,76,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,4,مشتق,66,100,2,مشتق‌پذیری و پیوستگی,77,92,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,4,مشتق,66,100,3,آهنگ تغییر,93,100,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,5,کاربرد مشتق,102,120,1,اکسترمم‌های تابع,102,112,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,5,کاربرد مشتق,102,120,2,بهینه‌سازی,113,120,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,6,هندسه,122,142,1,تفکر تجسمی و آشنایی با مقاطع مخروطی,122,133,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,6,هندسه,122,142,2,دایره,134,142,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,7,احتمال,144,176,1,قانون احتمال کل,144,176,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,1,هندسه تحلیلی و جبر,2,24,1,هندسه تحلیلی,2,10,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,1,هندسه تحلیلی و جبر,2,24,2,معادله درجه دوم و تابع درجه 2,11,18,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,1,هندسه تحلیلی و جبر,2,24,3,معادلات گویا و معادلات رادیکالی,19,24,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,2,هندسه,26,46,1,ترسیم‌های هندسی,26,30,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,2,هندسه,26,46,2,استدلال و قضیه تالس,31,41,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,2,هندسه,26,46,3,تشابه مثلث‌ها,42,46,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,3,تابع,48,70,1,آشنایی با برخی از انواع توابع,48,56,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,3,تابع,48,70,2,وارون یک تابع و تابع یک به یک,57,64,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,3,تابع,48,70,3,اعمال جبری روی توابع,65,70,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,4,مثلثات,72,94,1,واحدهای اندازه‌گیری زاویه,72,76,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,4,مثلثات,72,94,2,روابط تکمیلی بین نسبت‌های مثلثاتی,77,87,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,4,مثلثات,72,94,3,توابع مثلثاتی,88,94,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,5,توابع نمایی و لگاریتمی,96,118,1,تابع نمایی و ویژگی‌های آن,96,104,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,5,توابع نمایی و لگاریتمی,96,118,2,تابع لگاریتمی و ویژگی‌های آن,105,114,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,5,توابع نمایی و لگاریتمی,96,118,3,نمودارها و کاربردهای توابع نمایی و لگاریتمی,115,118,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,6,حد و پیوستگی,120,142,1,فرایندهای حدی,120,127,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,6,حد و پیوستگی,120,142,2,محاسبه حد توابع,128,136,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,6,حد و پیوستگی,120,142,3,پیوستگی,137,142,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,7,آمار و احتمال,144,166,1,احتمال شرطی و پیشامدهای مستقل,144,152,#FF9800,4,TRUE,
ریاضی 2,یازدهم,تجربی,هر دو,7,آمار و احتمال,144,166,2,آمار توصیفی,153,166,#FF9800,4,TRUE,
شیمی 1,دهم,ریاضی,هر دو,1,کیهان، زادگاه عنصرها,1,46,,,,,#F44336,3,TRUE,
شیمی 1,دهم,ریاضی,هر دو,2,رد پای گازها در زندگی,47,84,,,,,#F44336,3,TRUE,
شیمی 1,دهم,ریاضی,هر دو,3,آب، آهنگ زندگی,85,125,,,,,#F44336,3,TRUE,
شیمی 2,یازدهم,ریاضی,هر دو,1,قدر هدایای زمینی را بدانیم,1,50,,,,,#F44336,3,TRUE,
شیمی 2,یازدهم,ریاضی,هر دو,2,در پی غذای سالم,51,98,,,,,#F44336,3,TRUE,
شیمی 2,یازدهم,ریاضی,هر دو,3,پوشاک نیازی پایان‌ناپذیر,99,123,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,ریاضی,هر دو,1,مولکول‌ها در خدمت تندرستی,1,36,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,ریاضی,هر دو,2,آسایش و رفاه در سایه شیمی,37,66,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,ریاضی,هر دو,3,شیمی، جلوه‌ای از هنر، زیبایی و ماندگاری,67,90,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,ریاضی,هر دو,4,شیمی، راهی به سوی آینده‌ای روشن‌تر,91,123,,,,,#F44336,3,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,1,مجموعه، الگو و دنباله,2,27,1,مجموعه‌های متناهی و نامتناهی,2,7,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,1,مجموعه، الگو و دنباله,2,27,2,متمم یک مجموعه,8,13,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,1,مجموعه، الگو و دنباله,2,27,3,الگو و دنباله,14,20,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,1,مجموعه، الگو و دنباله,2,27,4,دنباله‌های حسابی و هندسی,21,27,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,2,مثلثات,29,46,1,نسبت‌های مثلثاتی,29,35,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,2,مثلثات,29,46,2,دایره مثلثاتی,36,41,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,2,مثلثات,29,46,3,روابط بین نسبت‌های مثلثاتی,42,46,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,1,ریشه و توان,48,53,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,2,ریشه nام,54,58,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,3,توان‌های گویا,59,60,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,4,عبارت‌های جبری,61,68,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,4,معادله‌ها و نامعادله‌ها,70,93,1,معادله درجه دوم و روش‌های مختلف حل آن,70,78,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,4,معادله‌ها و نامعادله‌ها,70,93,2,سهمی,79,82,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,4,معادله‌ها و نامعادله‌ها,70,93,3,تعیین علامت,83,93,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,5,تابع,95,117,1,مفهوم تابع و بازنمایی‌های آن,95,100,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,5,تابع,95,117,2,دامنه و برد توابع,101,108,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,5,تابع,95,117,3,انواع تابع,109,117,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,6,شمارش بدون شمردن,119,140,1,شمارش,119,126,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,6,شمارش بدون شمردن,119,140,2,جایگشت,127,132,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,6,شمارش بدون شمردن,119,140,3,ترکیب,133,140,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,7,آمار و احتمال,142,164,1,احتمال یا اندازه‌گیری شانس,142,151,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,7,آمار و احتمال,142,164,2,مقدمه‌ای بر علم آمار، جامعه و نمونه,152,158,#FF9800,4,TRUE,
ریاضی 1,دهم,ریاضی,هر دو,7,آمار و احتمال,142,164,3,متغیر و انواع آن,159,164,#FF9800,4,TRUE,
هندسه 1,دهم,ریاضی,هر دو,1,ترسیم‌های هندسی و استدلال,9,28,1,ترسیم‌های هندسی,10,16,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,1,ترسیم‌های هندسی و استدلال,9,28,2,استدلال,17,28,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,2,قضیۀ تالس، تشابه و کاربردهای آن,29,52,1,نسبت و تناسب در هندسه,30,33,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,2,قضیۀ تالس، تشابه و کاربردهای آن,29,52,2,قضیۀ تالس,34,37,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,2,قضیۀ تالس، تشابه و کاربردهای آن,29,52,3,تشابه مثلث‌ها,38,44,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,2,قضیۀ تالس، تشابه و کاربردهای آن,29,52,4,کاربردهایی از قضیۀ تالس و تشابه مثلث‌ها,45,52,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,3,چندضلعی‌ها,53,76,1,چندضلعی‌ها و ویژگی‌هایی از آن‌ها,54,64,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,3,چندضلعی‌ها,53,76,2,مساحت و کاربردهای آن,65,76,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,4,تجسم فضایی,77,96,1,خط، نقطه و صفحه,78,86,#9C27B0,5,TRUE,
هندسه 1,دهم,ریاضی,هر دو,4,تجسم فضایی,77,96,2,تفکر تجسمی,87,96,#9C27B0,5,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,1,دایره,9,30,1,مفاهیم اولیه و زاویه‌ها در دایره,10,17,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,1,دایره,9,30,2,رابطه‌های طولی در دایره,18,23,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,1,دایره,9,30,3,چند ضلعی‌های محاطی و محیطی,24,30,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,2,تبدیل‌های هندسی و کاربردها,31,58,1,تبدیل‌های هندسی,32,49,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,2,تبدیل‌های هندسی و کاربردها,31,58,2,کاربرد تبدیل‌ها,50,58,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,3,روابط طولی در مثلث,59,80,1,قضیۀ سینوس‌ها,60,63,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,3,روابط طولی در مثلث,59,80,2,قضیۀ کسینوس‌ها,64,67,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,3,روابط طولی در مثلث,59,80,3,قضیۀ نیمسازهای زوایای داخلی و محاسبۀ طول نیمسازها,68,70,#9C27B0,4,TRUE,
هندسه 2,یازدهم,ریاضی,هر دو,3,روابط طولی در مثلث,59,80,4,قضیۀ هرون (محاسبۀ ارتفاع‌ها و مساحت مثلث),71,80,#9C27B0,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,1,آشنایی با مبانی ریاضیات,1,34,1,آشنایی با منطق ریاضی,2,15,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,1,آشنایی با مبانی ریاضیات,1,34,2,جبر مجموعه‌ها,16,34,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,2,احتمال,35,68,1,مبانی احتمال,36,43,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,2,احتمال,35,68,2,احتمال غیرهم‌شانس,44,47,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,2,احتمال,35,68,3,احتمال شرطی,48,62,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,2,احتمال,35,68,4,پیشامدهای مستقل و وابسته,63,68,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,3,آمار توصیفی,69,96,1,توصیف و نمایش داده‌ها,70,79,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,3,آمار توصیفی,69,96,2,معیارهای گرایش به مرکز,80,86,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,3,آمار توصیفی,69,96,3,معیارهای پراکندگی,87,96,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,4,آمار استنباطی,97,122,1,گردآوری داده‌ها,98,111,#E91E63,4,TRUE,
آمار و احتمال,یازدهم,ریاضی,هر دو,4,آمار استنباطی,97,122,2,برآورد,112,122,#E91E63,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,1,جبر و معادله,1,36,1,مجموع جملات دنباله‌های حسابی و هندسی,2,6,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,1,جبر و معادله,1,36,2,معادلات درجه دوم,7,16,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,1,جبر و معادله,1,36,3,معادلات گویا و گنگ,17,22,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,1,جبر و معادله,1,36,4,قدر مطلق و ویژگی‌های آن,23,28,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,1,جبر و معادله,1,36,5,آشنایی با هندسه تحلیلی,29,36,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,2,تابع,37,70,1,آشنایی بیشتر با تابع,38,43,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,2,تابع,37,70,2,انواع توابع,44,53,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,2,تابع,37,70,3,وارون تابع,54,62,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,2,تابع,37,70,4,اعمال روی توابع,63,70,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,3,توابع نمایی و لوگاریتمی,71,90,1,تابع نمایی,72,79,#00BCD4,3,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,3,توابع نمایی و لوگاریتمی,71,90,2,تابع لگاریتمی و لگاریتم,80,85,#00BCD4,3,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,3,توابع نمایی و لوگاریتمی,71,90,3,ویژگی‌های لگاریتم و حل معادله‌های لگاریتمی,86,90,#00BCD4,3,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,4,مثلثات,91,112,1,رادیان,92,97,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,4,مثلثات,91,112,2,نسبت‌های مثلثاتی برخی زوایا,98,104,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,4,مثلثات,91,112,3,توابع مثلثاتی,105,109,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,4,مثلثات,91,112,4,روابط مثلثاتی مجموع و تفاضل زوایا,110,112,#00BCD4,4,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,5,حد و پیوستگی,113,152,1,مفهوم حد و فرایندهای حدی,114,122,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,5,حد و پیوستگی,113,152,2,حدهای یک‌طرفه (حد چپ و حد راست),123,129,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,5,حد و پیوستگی,113,152,3,قضایای حد,130,140,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,5,حد و پیوستگی,113,152,4,محاسبه حد توابع کسری (حالت 0/0),141,144,#00BCD4,5,TRUE,
حسابان 1,یازدهم,ریاضی,هر دو,5,حد و پیوستگی,113,152,5,پیوستگی,145,152,#00BCD4,5,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,1,تابع,1,22,1,تبدیل نمودار توابع,2,12,#00BCD4,2,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,1,تابع,1,22,2,تابع درجه سوم، توابع یکنوا و بخش‌پذیری و تقسیم,13,22,#00BCD4,2,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,2,مثلثات,23,44,1,تناوب و تانژانت,24,34,#00BCD4,2,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,2,مثلثات,23,44,2,معادلات مثلثاتی,35,44,#00BCD4,2,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,3,حدهای نامتناهی - حد در بی‌نهایت,45,70,1,حدهای نامتناهی,46,58,#00BCD4,2,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,3,حدهای نامتناهی - حد در بی‌نهایت,45,70,2,حد در بی‌نهایت,59,70,#00BCD4,2,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,4,مشتق,71,110,1,آشنایی با مفهوم مشتق,72,83,#00BCD4,3,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,4,مشتق,71,110,2,مشتق‌پذیری و پیوستگی,84,101,#00BCD4,3,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,4,مشتق,71,110,3,آهنگ متوسط تغییر و آهنگ لحظه‌ای تغییر,102,110,#00BCD4,3,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,5,کاربردهای مشتق,111,144,1,اکسترمم‌های یک تابع و توابع صعودی و نزولی,112,126,#00BCD4,3,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,5,کاربردهای مشتق,111,144,2,جهت تقعر نمودار یک تابع و نقطه عطف آن,127,136,#00BCD4,3,TRUE,
حسابان 2,دوازدهم,ریاضی,هر دو,5,کاربردهای مشتق,111,144,3,رسم نمودار تابع,137,144,#00BCD4,3,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,1,ماتریس و کاربردها,9,32,1,ماتریس و اعمال روی ماتریس‌ها,10,21,#9C27B0,2,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,1,ماتریس و کاربردها,9,32,2,وارون ماتریس و دترمینان,22,32,#9C27B0,2,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,2,آشنایی با مقاطع مخروطی,33,60,1,آشنایی با مقاطع مخروطی و مکان هندسی,34,39,#9C27B0,3,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,2,آشنایی با مقاطع مخروطی,33,60,2,دایره,40,46,#9C27B0,3,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,2,آشنایی با مقاطع مخروطی,33,60,3,بیضی و سهمی,47,60,#9C27B0,3,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,3,بردارها,61,88,1,معرفی فضای R³,62,76,#9C27B0,2,TRUE,
هندسه 3,دوازدهم,ریاضی,هر دو,3,بردارها,61,88,2,ضرب داخلی و ضرب خارجی بردارها,77,88,#9C27B0,2,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,1,آشنایی با نظریه اعداد,1,30,1,استدلال ریاضی,2,8,#FFC107,3,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,1,آشنایی با نظریه اعداد,1,30,2,بخش‌پذیری در اعداد صحیح,9,17,#FFC107,3,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,1,آشنایی با نظریه اعداد,1,30,3,هم‌نهشتی در اعداد صحیح و کاربردها,18,30,#FFC107,3,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,2,گراف و مدل‌سازی,31,54,1,معرفی گراف,32,42,#FFC107,2,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,2,گراف و مدل‌سازی,31,54,2,مدل‌سازی با گراف,43,54,#FFC107,2,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,3,ترکیبیات (شمارش),55,84,1,مباحثی در ترکیبیات,56,72,#FFC107,2,TRUE,
ریاضیات گسسته,دوازدهم,ریاضی,هر دو,3,ترکیبیات (شمارش),55,84,2,روش‌هایی برای شمارش,73,84,#FFC107,2,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,1,فیزیک و اندازه‌گیری,1,22,1,فیزیک : دانش بنیادی,2,4,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,1,فیزیک و اندازه‌گیری,1,22,2,مدل‌سازی در فیزیک,5,5,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,1,فیزیک و اندازه‌گیری,1,22,3,اندازه‌گیری و کمیت‌های فیزیکی,6,6,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,1,فیزیک و اندازه‌گیری,1,22,4,اندازه‌گیری و دستگاه بین‌المللی یکاها,7,13,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,1,فیزیک و اندازه‌گیری,1,22,5,اندازه‌گیری و دقت وسیله‌های اندازه‌گیری,14,15,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,1,فیزیک و اندازه‌گیری,1,22,6,چگالی,16,22,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,2,ویژگی‌های فیزیکی مواد,23,52,1,حالت‌های ماده,24,27,#2196F3,5,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,2,ویژگی‌های فیزیکی مواد,23,52,2,نیروهای بین مولکولی,28,31,#2196F3,5,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,2,ویژگی‌های فیزیکی مواد,23,52,3,فشار در شاره‌ها,32,39,#2196F3,5,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,2,ویژگی‌های فیزیکی مواد,23,52,4,شناوری,40,42,#2196F3,5,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,2,ویژگی‌های فیزیکی مواد,23,52,5,شاره در حرکت و اصل برنولی,43,52,#2196F3,5,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,1,انرژی جنبشی,54,54,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,2,کار انجام شده توسط نیروی ثابت,55,60,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,3,کار و انرژی جنبشی,61,63,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,4,کار و انرژی پتانسیل,64,67,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,5,پایستگی انرژی مکانیکی,68,70,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,6,کار و انرژی درونی,71,72,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,3,کار، انرژی و توان,53,82,7,توان,73,82,#2196F3,7,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,4,دما و گرما,83,126,1,دما و دما‌سنجی,84,86,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,4,دما و گرما,83,126,2,انبساط گرمایی,87,95,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,4,دما و گرما,83,126,3,گرما,96,102,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,4,دما و گرما,83,126,4,تغییر حالت‌های ماده,103,110,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,4,دما و گرما,83,126,5,روش‌های انتقال گرما,111,116,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,4,دما و گرما,83,126,6,قوانین گازها,117,126,#2196F3,6,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,1,معادلهٔ حالت و فرایندهای ترمودینامیکی ایستاوار,128,128,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,2,تبادل انرژی,129,129,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,3,انرژی درونی و قانون اول ترمودینامیک,130,130,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,4,برخی از فرایندهای ترمودینامیکی,131,138,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,5,چرخهٔ ترمودینامیکی,139,139,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,6,ماشین‌های گرمایی,140,145,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,7,قانون دوم ترمودینامیک (به بیان ماشین گرمایی),146,146,#2196F3,8,TRUE,
فیزیک 1,دهم,ریاضی,هر دو,5,ترمودینامیک,127,152,8,قانون دوم ترمودینامیک و یخچال‌ها,147,152,#2196F3,8,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,1,بار الکتریکی,2,2,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,2,پایستگی و کوانتیده بودن بار الکتریکی,3,4,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,3,قانون کولن,5,9,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,4,میدان الکتریکی,10,11,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,5,میدان الکتریکی حاصل از یک ذره باردار,12,16,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,6,خطوط میدان الکتریکی,17,20,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,7,انرژی پتانسیل الکتریکی,21,22,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,8,پتانسیل الکتریکی,23,26,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,9,میدان الکتریکی در داخل رساناها,27,31,#2196F3,12,TRUE,
